id	lemma	context	index	label
d006.s007.t004	use	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	19	['use%1:04:00::']
d006.s007.t006	circus	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	26	['circus%1:04:01::']
d006.s007.t007	atmosphere	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	27	['atmosphere%1:26:01::']
d006.s007.t008	detail	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	37	['detail%1:09:00::']
d006.s007.t009	jury	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	40	['jury%1:14:00::']
d006.s007.t010	passion	One of the most provocative be that the intense reporting on the trial - include mainstream reporter ' extensive use of Twitter - create a `` circus atmosphere '' and such widespread , instant saturation with inflammatory detail that the jury be improperly sway by public passion .	46	['passion%1:12:00::']
d006.s008.t001	claim	the claim could force appeal judge to grapple with the question of whether new technology require new courtroom rule .	1	['claim%1:10:02::']
d006.s008.t002	appeal	the claim could force appeal judge to grapple with the question of whether new technology require new courtroom rule .	4	['appeal%1:04:00::']
d006.s008.t003	judge	the claim could force appeal judge to grapple with the question of whether new technology require new courtroom rule .	5	['judge%1:18:00::']
d006.s008.t004	question	the claim could force appeal judge to grapple with the question of whether new technology require new courtroom rule .	10	['question%1:10:01::']
d006.s008.t005	courtroom	the claim could force appeal judge to grapple with the question of whether new technology require new courtroom rule .	17	['courtroom%1:06:00::']
d006.s008.t006	rule	the claim could force appeal judge to grapple with the question of whether new technology require new courtroom rule .	18	['rule%1:10:00::']
d006.s009.t001	trial	`` as I experience it during this trial , I think there be a real danger that the inclusion of new technology in the courtroom be affect an individual 's fair-trial right , '' say thomas_j. Ullmann , Mr. Hayes 's chief defense_lawyer .	7	['trial%1:04:02::']
d006.s009.t002	danger	`` as I experience it during this trial , I think there be a real danger that the inclusion of new technology in the courtroom be affect an individual 's fair-trial right , '' say thomas_j. Ullmann , Mr. Hayes 's chief defense_lawyer .	15	['danger%1:26:00::']
d006.s009.t003	inclusion	`` as I experience it during this trial , I think there be a real danger that the inclusion of new technology in the courtroom be affect an individual 's fair-trial right , '' say thomas_j. Ullmann , Mr. Hayes 's chief defense_lawyer .	18	['inclusion%1:04:00::']
d006.s009.t004	courtroom	`` as I experience it during this trial , I think there be a real danger that the inclusion of new technology in the courtroom be affect an individual 's fair-trial right , '' say thomas_j. Ullmann , Mr. Hayes 's chief defense_lawyer .	24	['courtroom%1:06:00::']
d006.s009.t005	individual	`` as I experience it during this trial , I think there be a real danger that the inclusion of new technology in the courtroom be affect an individual 's fair-trial right , '' say thomas_j. Ullmann , Mr. Hayes 's chief defense_lawyer .	28	['individual%1:03:00::']
d006.s009.t006	right	`` as I experience it during this trial , I think there be a real danger that the inclusion of new technology in the courtroom be affect an individual 's fair-trial right , '' say thomas_j. Ullmann , Mr. Hayes 's chief defense_lawyer .	31	['right%1:07:00::']
d006.s009.t007	defense_lawyer	`` as I experience it during this trial , I think there be a real danger that the inclusion of new technology in the courtroom be affect an individual 's fair-trial right , '' say thomas_j. Ullmann , Mr. Hayes 's chief defense_lawyer .	42	['defense_lawyer%1:18:00::']
d006.s010.t001	trial_judge	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	1	['trial_judge%1:18:00::']
d006.s010.t002	State	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	7	['state%1:15:01::']
d006.s010.t003	superior_court	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	8	['superior_court%1:14:00::']
d006.s010.t004	claim	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	13	['claim%1:10:02::']
d006.s010.t005	ruling	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	16	['ruling%1:04:00::']
d006.s010.t006	week	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	18	['week%1:28:02::']
d006.s010.t007	news_media	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	23	['news_media%1:10:00::']
d006.s010.t008	evidence	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	34	['evidence%1:10:00::']
d006.s010.t009	jury	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	36	['jury%1:14:00::']
d006.s010.t010	passion	the trial_judge , Jon C. Blue of State superior_court , tersely reject the claim in a ruling last week , say that the news_media be `` carefully control '' and that there be no evidence the jury be drive by passion .	40	['passion%1:12:00::']
d006.s011.t001	last_word	but that be not likely to be the last_word on the issue .	8	['last_word%1:10:01::', 'last_word%1:10:00::']
d006.s011.t002	issue	but that be not likely to be the last_word on the issue .	11	['issue%1:09:01::']
d006.s012.t001	decade	for decade , appeals_court have recognize that coverage of notorious case can raise question about a trial 's fairness .	1	['decade%1:28:00::']
d006.s012.t002	appeals_court	for decade , appeals_court have recognize that coverage of notorious case can raise question about a trial 's fairness .	3	['appeals_court%1:14:00::']
d006.s012.t003	coverage	for decade , appeals_court have recognize that coverage of notorious case can raise question about a trial 's fairness .	7	['coverage%1:10:00::']
